No,REQ,req version,Detection Verified in spec,all table verified,Failure Familly, related,Failure type,Failure severity,SAFETY RELEVANT ?,Defect Name,Description,Monitored Data,DataFiltering / DataConsitency Mechanism,Defect running condition,Defect Frozen condition,Defect Stop condition,Defect Protection,PAR_EnumDefectDetectionType,Defect Detection Condition,No detect condition,PAR_[Defect_Name]_InitialState,Defect filtering CounterHi,Defect Filtering CounterLo,PAR_[Defect_Name]_Increment,PAR_[Defect_Name]_Decrement,[Defect_Name]_DefectEvaluationPeriod (ms),Typical comfirmation time (ms) information only,Typical time to deconfirm (ms) information only,Function inhibition management,PAR_[Defect_Name]_Reversibility,Defect reporting,Defect logging,PAR_[Defect_Name]_RetryAuthorization,PAR_[Defect_Name]_Reinitialize,Defect retry condition,PAR_[Defect_Name]_NbrOfEvalPeriodBtwRetries,Delay between retries,PAR_[Defect_Name]_NbrMaxRetry,PAR_[Defect_Name]_NbrOfEvalPeriodMaxInRetryPreparation,Max delay in retry preparation,PAR_[DefectName]_DiagnosticSupressionNumberOfPeriods,Defect retry action,Defect retry counter init,Defect retry succeed counter value,Defect retry failed counter value,Defect retry increment,Defect retry decrement,Defect supression time (ms),commentaire
125.0,LAMP_ECU_DEF_125,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW1_MLC_2,"Over temperature warning 1 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW1 equal to 1, ",OTW1 equal to 0,DEF_OTW1_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
126.0,LAMP_ECU_DEF_126,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW1_MLC_3,"Over temperature warning 1 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW1 equal to 1, ",OTW1 equal to 0,DEF_OTW1_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
127.0,LAMP_ECU_DEF_127,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW1_MLC_4,"Over temperature warning 1 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW1 equal to 1, ",OTW1 equal to 0,DEF_OTW1_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
128.0,LAMP_ECU_DEF_128,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW2_MLC_1,"Over temperature warning 2 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW2 equal to 1, ",OTW2 equal to 0,DEF_OTW2_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
129.0,LAMP_ECU_DEF_129,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW2_MLC_2,"Over temperature warning 2 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW2 equal to 1, ",OTW2 equal to 0,DEF_OTW2_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
130.0,LAMP_ECU_DEF_130,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW2_MLC_3,"Over temperature warning 2 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW2 equal to 1, ",OTW2 equal to 0,DEF_OTW2_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
131.0,LAMP_ECU_DEF_131,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_OTW2_MLC_4,"Over temperature warning 2 fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"OTW2 equal to 1, ",OTW2 equal to 0,DEF_OTW2_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
132.0,LAMP_ECU_DEF_132,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_POK_MLC_1,"Not working normal flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"POK equal to 0, ",POK equal to 1,DEF_POK_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
133.0,LAMP_ECU_DEF_133,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_POK_MLC_2,"Not working normal flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"POK equal to 0, ",POK equal to 1,DEF_POK_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
134.0,LAMP_ECU_DEF_134,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_POK_MLC_3,"Not working normal flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"POK equal to 0, ",POK equal to 1,DEF_POK_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
135.0,LAMP_ECU_DEF_135,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_POK_MLC_4,"Not working normal flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"POK equal to 0, ",POK equal to 1,DEF_POK_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
136.0,LAMP_ECU_DEF_136,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LHM_MLC_1,"Limp-home mode flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"LHM equal to 1, ",LHM equal to 0,DEF_LHM_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
137.0,LAMP_ECU_DEF_137,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LHM_MLC_2,"Limp-home mode flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"LHM equal to 1, ",LHM equal to 0,DEF_LHM_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
138.0,LAMP_ECU_DEF_138,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LHM_MLC_3,"Limp-home mode flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"LHM equal to 1, ",LHM equal to 0,DEF_LHM_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
139.0,LAMP_ECU_DEF_139,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_LHM_MLC_4,"Limp-home mode flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"LHM equal to 1, ",LHM equal to 0,DEF_LHM_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
140.0,LAMP_ECU_DEF_140,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_TBOF_MLC_1,"TXD buffer overflow flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"TBOF equal to 1, ",TBOF equal to 0,DEF_TBOF_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
141.0,LAMP_ECU_DEF_141,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_TBOF_MLC_2,"TXD buffer overflow flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"TBOF equal to 1, ",TBOF equal to 0,DEF_TBOF_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
142.0,LAMP_ECU_DEF_142,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_TBOF_MLC_3,"TXD buffer overflow flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"TBOF equal to 1, ",TBOF equal to 0,DEF_TBOF_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
143.0,LAMP_ECU_DEF_143,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_TBOF_MLC_4,"TXD buffer overflow flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"TBOF equal to 1, ",TBOF equal to 0,DEF_TBOF_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
144.0,LAMP_ECU_DEF_144,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_IDFAIL_MLC_1,"ID Resistor fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"IDFAIL equal to 1, ",IDFAIL equal to 0,DEF_IDFAIL_MLC_1_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,,,0.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
145.0,LAMP_ECU_DEF_145,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_IDFAIL_MLC_2,"ID Resistor fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"IDFAIL equal to 1, ",IDFAIL equal to 0,DEF_IDFAIL_MLC_2_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,,,0.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
146.0,LAMP_ECU_DEF_146,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_IDFAIL_MLC_3,"ID Resistor fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"IDFAIL equal to 1, ",IDFAIL equal to 0,DEF_IDFAIL_MLC_3_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,,,0.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
147.0,LAMP_ECU_DEF_147,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_IDFAIL_MLC_4,"ID Resistor fail flag of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,"IDFAIL equal to 1, ",IDFAIL equal to 0,DEF_IDFAIL_MLC_4_Absent,960.0,-1024.0,5.0,512.0,5.0,960.0,20.0,,1,,,0.0,0.0, Condition_GENERAL_UV_OV  / smart is present on the board,500,2500,3,500,2500,1,remove fault inhibition,50,0,100,1,2,5,
148.0,LAMP_ECU_DEF_148,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ARY1S14_MLC_1,"Frame loss flag of ARY1S14 of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,In case driver not receives this IC status respond frame from MLX_X,In case driver receives this  respond frame from MLX_X,DEF_FRAME_LOSS_ARY1S14_MLC_1_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
149.0,LAMP_ECU_DEF_149,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ARY1S14_MLC_2,"Frame loss flag of ARY1S14（TI) of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,In case driver not receives this IC status respond frame from MLX_X,In case driver receives this  respond frame from MLX_X,DEF_FRAME_LOSS_ARY1S14_MLC_2_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
150.0,LAMP_ECU_DEF_150,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ARY1S14_MLC_3,"Frame loss flag of ARY1S14 of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,In case driver not receives this IC status respond frame from MLX_X,In case driver receives this  respond frame from MLX_X,DEF_FRAME_LOSS_ARY1S14_MLC_3_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,1,"OV flag if provided in DBC
Function status flag",OV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
151.0,LAMP_ECU_DEF_151,1.0,F_CAN_Management_Local_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ARY1S14_MLC_4,"Frame loss flag of ARY1S14 of MLC_X, X from 1 to PAR_MaxNumberOfMlc",Local CAN data read from MLC,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,In case driver not receives this IC status respond frame from MLX_X,In case driver receives this  respond frame from MLX_X,DEF_FRAME_LOSS_ARY1S14_MLC_4_Absent,960.0,-1024.0,10.0,1024.0,10.0,960.0,20.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
152.0,LAMP_ECU_DEF_152,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_PDC1G01,Frame loss defect flag for frame PDC1G01,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame PDC1G01,Frame respond of frame PDC1G01,DEF_FRAME_LOSS_PDC1G01_Absent,127.0,-128.0,16.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
153.0,LAMP_ECU_DEF_153,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ZN11S19_SHORT,Frame loss defect flag for frame ZN11S19 in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ZN11S19(short time),Frame respond of frame ZN11S19(short time),DEF_FRAME_LOSS_ZN11S19_SHORT_Absent,127.0,-128.0,50.0,255.0,1200.0,3600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
154.0,LAMP_ECU_DEF_154,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ZN11S19_LONG,Frame loss defect flag for frame ZN11S19 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ZN11S19(long time),Frame respond of frame ZN11S19(long time),DEF_FRAME_LOSS_ZN11S19_LONG_Absent,127.0,-128.0,16.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
155.0,LAMP_ECU_DEF_155,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_BDB1F01,Frame loss defect flag for frame BDB1F01 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame BDB1F01,Frame respond of frame BDB1F01,DEF_FRAME_LOSS_BDB1F01_Absent,127.0,-128.0,16.0,255.0,1200.0,9600.0,1200.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
156.0,LAMP_ECU_DEF_156,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S10_short,Frame loss defect flag for frame ADU1S10 in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ADU1S10,Frame respond of frame ADU1S10,DEF_FRAME_LOSS_ADU1S10_short_Absent,1023.0,-1024.0,110.0,255.0,100.0,1000.0,900.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
157.0,LAMP_ECU_DEF_157,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S10_long,Frame loss defect flag for frame ADU1S10 in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame ADU1S10,Frame respond of frame ADU1S10,DEF_FRAME_LOSS_ADU1S10_long_Absent,960.0,-1024.0,10.0,255.0,100.0,9600.0,800.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
157.0,LAMP_ECU_DEF_158,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S11_short,Frame loss defect flag for frame ADU1S11   in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  ADU1S11 ,Frame respond of frame frame ADU1S11 correctly,DEF_FRAME_LOSS_ADU1S11_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
159.0,LAMP_ECU_DEF_159,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S11_long,Frame loss defect flag for frame ADU1S11   in long time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  ADU1S11 ,Frame respond of frame frame ADU1S11 correctly,DEF_FRAME_LOSS_ADU1S11_long_Absent,127.0,-128.0,7.0,255.0,100.0,1900.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
160.0,LAMP_ECU_DEF_160,1.0,F_CAN_Management_Global_CAN,YES,,,,Function loss,Safety relevant,DEF_FRAME_LOSS_ADU1S12_short,Frame loss defect flag for frame  ADU1S12  in short time,Global CAN data,,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
ECUB_voltage_Range_ 8V_ to_18V
AND
 diagnostic supression time has elapsed",Never,,HW,1D,Frame loss of frame  ADU1S12 ,Frame respond of frame frame  ADU1S12  correctly,DEF_FRAME_LOSS_ADU1S12_short_Absent,127.0,-128.0,13.0,255.0,100.0,1000.0,100.0,,1,"UV flag if provided in DBC
Function status flag
",UV DTC if provided,0.0,0.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,
